username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
TampaElectric,2015-03-23 08:41,2,0,"We have restored power to about 700 Customers in the Lake Carroll area of Tampa and working on the remaining 600 Customers.",,,,"579986218206806016",https://twitter.com/TampaElectric/status/579986218206806016
vincebelcher,2015-03-23 08:28,0,0,"Power out and pole on fire McIntosh/MLK #rain #tampabay @TampaElectric pic.twitter.com/pmLPjOepZX",,@TampaElectric,#rain #tampabay,"579982927993376768",https://twitter.com/vincebelcher/status/579982927993376768
TampaElectric,2015-03-23 08:20,3,0,"We has been impacted by the weather moving thru the area and we are trying to switch most impacted Customers to other electrical sources.",,,,"579981065323970560",https://twitter.com/TampaElectric/status/579981065323970560
coreydierdorff,2015-03-23 08:17,1,0,"RT @TampaElectric : We are aware of an outage in the Habana and Hillsborough area of Tampa impacting about 773 Customers",,@TampaElectric,,"579980258256031744",https://twitter.com/coreydierdorff/status/579980258256031744
KKucyk,2015-03-23 08:16,2,0,"RT @TampaElectric "Outage in the Temple Terrace area affecting 1727 customers. We are in route to restore the customers in the next 1-2..."",,@TampaElectric,,"579980056958746625",https://twitter.com/KKucyk/status/579980056958746625
TampaElectric,2015-03-23 08:16,1,0,"We are aware of an outage in the Habana and Hillsborough area of Tampa impacting about 773 Customers and have dispatched personnel.",,,,"579979957763485696",https://twitter.com/TampaElectric/status/579979957763485696
KKucyk,2015-03-23 08:16,2,0,"RT @TampaElectric "We are aware of an outage in the Gallagher and SR. 574 area of Dover impacting about 1,336 Customers."",,@TampaElectric,,"579979912783773696",https://twitter.com/KKucyk/status/579979912783773696
TampaElectric,2015-03-23 08:14,0,0,"We are aware of an outage in the Gallagher and SR. 574 area of Dover impacting about 1,336 Customers and have dispatched personnel.",,,,"579979503096717312",https://twitter.com/TampaElectric/status/579979503096717312
seguifox13,2015-03-23 08:11,4,1,"More than 1700 are without power in Temple Terrace @TampaElectric sending crews to repair",,@TampaElectric,,"579978655255937024",https://twitter.com/seguifox13/status/579978655255937024
TampaElectric,2015-03-23 08:08,7,0,"We are aware of an outage in the Temple Terrace area affecting 1727 customers. We are in route to restore the customers in the next 1-2...",,,,"579977921319870465",https://twitter.com/TampaElectric/status/579977921319870465
TampaElectric,2015-03-23 07:53,2,0,"We are aware of an outage in the Pine Lake area affecting 1305 customers. We are in route to restore the customers in the next 1-2 hours.",,,,"579974226263842816",https://twitter.com/TampaElectric/status/579974226263842816
AmberKaVi,2015-03-21 20:38,1,3,"Fun at @USF_SunDome for @USFWBB game vs. LSU. Thx @TampaElectric for tickets; thx @VoodooFiveSBN for heads up. pic.twitter.com/4Gv2k3Gmm7",,@USF_SunDome @USFWBB @TampaElectric @VoodooFiveSBN,,"579442094667907072",https://twitter.com/AmberKaVi/status/579442094667907072
ARobyak,2015-03-21 15:27,0,0,"@TampaElectric Excellent timely and professional customer service today fixing power issues to the house. Thanks!",,@TampaElectric,,"579363729306976257",https://twitter.com/ARobyak/status/579363729306976257
colontravel,2015-03-21 14:22,0,0,"@TampaElectric The street light located in Oro Valley Rd Auburndale, is already lighted all day and night Pls repair pic.twitter.com/n4is1DfNXf",,@TampaElectric,,"579347442371567616",https://twitter.com/colontravel/status/579347442371567616
jorel_ed,2015-03-20 21:41,0,0,"@TampaElectric #GoBulls #USFWBB GO BULLS,",,@TampaElectric,#GoBulls #USFWBB,"579095564991787008",https://twitter.com/jorel_ed/status/579095564991787008
thathancockguy,2015-03-20 20:55,0,0,"Just started using @TampaElectric and already irritated with them",,@TampaElectric,,"579083782889701376",https://twitter.com/thathancockguy/status/579083782889701376
FamFriendlyTB,2015-03-20 15:38,0,0,"Looking for something FREE & Educational for the family? Visit the @TampaElectric Manatee Viewing Center this... http:// fb.me/2OKiZYXie",,@TampaElectric,,"579004008804835329",https://twitter.com/FamFriendlyTB/status/579004008804835329
TampaElectric,2015-03-20 13:08,3,4,"John Ramil, TECO president & CEO and USF grad, salutes the USF Women’s Basketball team in the NCAA tourney. #GoBulls pic.twitter.com/eBxa7miHhl",,,#GoBulls,"578966275575193600",https://twitter.com/TampaElectric/status/578966275575193600
TampaElectric,2015-03-20 12:15,2,1,"The outage in the Riverside Heights area of Tampa was caused by failed equipment in the electrical substation.",,,,"578952915953590272",https://twitter.com/TampaElectric/status/578952915953590272
TampaElectric,2015-03-20 10:14,0,2,"We have restored power to all of the Customers in the Riverside Heights area of Tampa.",,,,"578922548534120448",https://twitter.com/TampaElectric/status/578922548534120448
TampaElectric,2015-03-20 09:45,0,0,". @GettingEricD Is there something we can help with today? You can email us at WeCare@tecoenergy.com to let us know.",,@GettingEricD @tecoenergy,,"578915150213849089",https://twitter.com/TampaElectric/status/578915150213849089
TampaElectric,2015-03-20 09:33,1,1,"We are trying to switch most of the Customers in the Riverside Heights area to other electrical sources over the next 1-2 hours.",,,,"578912207922176000",https://twitter.com/TampaElectric/status/578912207922176000
TampaElectric,2015-03-20 09:32,1,0,"We are aware of an outage in Riverside Heights area of Tampa impacting about 789 Customers and have dispatched personnel to the area.",,,,"578911936739409920",https://twitter.com/TampaElectric/status/578911936739409920
TampaElectric,2015-03-20 08:57,1,1,"The outage in the Oldsmar area was caused by failed overhead line equipment on Douglas Road.",,,,"578903102356590592",https://twitter.com/TampaElectric/status/578903102356590592
TampaElectric,2015-03-20 08:44,1,1,"We have restored most Customers in the Oldsmar area and working to switch the remaining 4 Customers within the next 15 minutes.",,,,"578899896473952256",https://twitter.com/TampaElectric/status/578899896473952256
TampaElectric,2015-03-20 08:32,1,2,"Stop by our table at the Arbor Fair and Expo on Sat and Sun #SaveEnergy . More info at http:// tinyurl.com/pckgyue pic.twitter.com/IEmDBCfx05",,,#SaveEnergy,"578896883915055104",https://twitter.com/TampaElectric/status/578896883915055104
TampaElectric,2015-03-20 08:08,1,1,"We are trying to switch most of the Customers in the Oldsmar area to other electrical sources over the next 1-2 hours.",,,,"578890732670468096",https://twitter.com/TampaElectric/status/578890732670468096
TampaElectric,2015-03-20 08:06,2,2,"We are aware of an outage in the Oldsmar area impacting about 876 Customers and have dispatched personnel to the area.",,,,"578890288992817152",https://twitter.com/TampaElectric/status/578890288992817152
TampaElectric,2015-03-19 11:12,1,1,"Last Chance to See the #Manatees #manateeviewingcenter http:// icont.ac/2Qeg0",,,#Manatees #manateeviewingcenter,"578574677586628609",https://twitter.com/TampaElectric/status/578574677586628609
TampaElectric,2015-03-19 09:19,1,1,"For more on how we’re helping customers use energy wisely thru our Neighborhood Weatherization program, visit http:// tampaelectric.com/save .",,,,"578546243535826944",https://twitter.com/TampaElectric/status/578546243535826944
TampaElectric,2015-03-19 09:17,1,1,"We’ll be at the Abundant Life Worship Center at 10 a.m. to kick off our partnership with RTTB’s Building a Healthier Sulphur Springs project",,,,"578545850189746176",https://twitter.com/TampaElectric/status/578545850189746176
TampaWINNER,2015-03-18 20:28,0,0,"#Tampa - Coal is one of the most used energy sources and also dirtiest. @TampaElectric @TECOEnergy @EdNarain @FLGovScott @USRepKCastor",,@TampaElectric @TECOEnergy @EdNarain @FLGovScott @USRepKCastor,#Tampa,"578352268761702400",https://twitter.com/TampaWINNER/status/578352268761702400
ACTampa,2015-03-18 17:10,0,0,"@TampaElectric hi! Who can we chat with about sponsorship for an upcoming event?",,@TampaElectric,,"578302556734136320",https://twitter.com/ACTampa/status/578302556734136320
KKucyk,2015-03-18 04:12,0,0,"Picture of truck that hit pole on Busch Blvd. Expect road closure and delays as @TampaElectric repairs pole. pic.twitter.com/kkCGe9I4bO",,@TampaElectric,,"578106764781981697",https://twitter.com/KKucyk/status/578106764781981697
KKucyk,2015-03-18 03:05,1,0,"EB Busch blvd closed at 46th St. N. after pickup hit a large power pole in the area. @TampaElectric est. road closure for several hrs. #wtsp",,@TampaElectric,#wtsp,"578089921111465984",https://twitter.com/KKucyk/status/578089921111465984
TampaElectric,2015-03-17 15:53,0,0,"The outage in the Gibsonton area was caused by an arrestor. Power has been restored to the area.",,,,"577920692638900225",https://twitter.com/TampaElectric/status/577920692638900225
Soulfinger67,2015-03-17 15:51,0,0,"@TampaElectric My power has been restored. Thx",,@TampaElectric,,"577920133080981504",https://twitter.com/Soulfinger67/status/577920133080981504
TampaElectric,2015-03-17 15:42,0,0,". @Soulfinger67 Follow us on twitter, check our Facebook page and http:// ow.ly/Ksrft for updates. We have personnel on the way.",,@Soulfinger67,,"577917948041523200",https://twitter.com/TampaElectric/status/577917948041523200
Soulfinger67,2015-03-17 15:16,0,0,"@TampaElectric Thank you for letting us know you know about this!!",,@TampaElectric,,"577911385595748352",https://twitter.com/Soulfinger67/status/577911385595748352
TampaElectric,2015-03-17 15:15,0,1,"We are aware of an outage near East Bay High School in Gibsonton and have dispatched personel to the area to investigate.",,,,"577911059194970113",https://twitter.com/TampaElectric/status/577911059194970113
Soulfinger67,2015-03-17 15:12,0,0,"@TampaElectric Lost power here in the 33579 zip code of Riverview. Any idea why??",,@TampaElectric,,"577910347937554433",https://twitter.com/Soulfinger67/status/577910347937554433
TampaElectric,2015-03-17 14:03,1,1,"We're proud to be participating in today's Youth Environmental Education Conference. http:// tinyurl.com/lymlms3 pic.twitter.com/tTJfhR05fb",,,,"577893087063728128",https://twitter.com/TampaElectric/status/577893087063728128
TampaElectric,2015-03-17 09:08,1,1,"#GoGreen this St. Patrick’s Day! Sign up and receive your bill online with our free e-Bill. http:// TampaElectric.com pic.twitter.com/yWImPPldwi",,,#GoGreen,"577818857437528065",https://twitter.com/TampaElectric/status/577818857437528065
wanderlustylife,2015-03-17 08:43,0,0,"Manatees + power plants, two awesome things! Visiting the @TampaElectric Manatee Viewing Center http:// goo.gl/m0Xp2d",,@TampaElectric,,"577812584960770048",https://twitter.com/wanderlustylife/status/577812584960770048
TampaElectric,2015-03-16 16:39,0,0,"We have restored power to all of the Customers in the Avila area of Tampa. This circuit tripped out to protect the Line crew working on it.",,,,"577569814421630977",https://twitter.com/TampaElectric/status/577569814421630977
TampaElectric,2015-03-16 16:30,0,0,"We are aware of an outage in the Avila area of Tampa impacting about 1,986 Customers and we are trying to restore power within 30 minutes.",,,,"577567734600454144",https://twitter.com/TampaElectric/status/577567734600454144
TampaElectric,2015-03-16 14:40,1,1,"We have restored power to the Terrace Park area impacting about 265 Customers. This circuit tripped out to protect the working Line crew.",,,,"577539882324795392",https://twitter.com/TampaElectric/status/577539882324795392
TampaElectric,2015-03-16 13:03,0,0,"The outage in the Winthrop area was caused by a tree trimmer who cut and dropped a tree limb into the overhead line on Krycul Avenue.",,,,"577515639834828800",https://twitter.com/TampaElectric/status/577515639834828800
TampaElectric,2015-03-16 13:00,2,1,"We have restored power to all of the Customers in the Winthrop area of Riverview.",,,,"577514744908767232",https://twitter.com/TampaElectric/status/577514744908767232
TampaElectric,2015-03-16 12:24,1,0,"We are trying to switch most Customers in the Winthrop area of Riverview to other electrical sources over the next 1-2 hours.",,,,"577505817018163200",https://twitter.com/TampaElectric/status/577505817018163200
TampaElectric,2015-03-16 12:24,7,2,"We are aware of an outage in the Winthrop area of Riverview impacting about 1,017 Customers and have dispatched personnel to the area.",,,,"577505625753698304",https://twitter.com/TampaElectric/status/577505625753698304
TampaElectric,2015-03-16 10:41,1,1,". @TBFanWillTravel We offer a number of ways to inform you - follow us on Twitter, check our Facebook page and - http:// ow.ly/Kom1w",,@TBFanWillTravel,,"577479865743597569",https://twitter.com/TampaElectric/status/577479865743597569
TBFanWillTravel,2015-03-16 04:39,0,0,"@TampaElectric my power has been out since last night...can I please get an update on the outage?!",,@TampaElectric,,"577388762914820097",https://twitter.com/TBFanWillTravel/status/577388762914820097
TampaElectric,2015-03-15 18:30,0,0,"We have restored power to about 807 remaining Customers in the Northdale area and working on the remaining Customer over the next 2 hours.",,,,"577235435023429632",https://twitter.com/TampaElectric/status/577235435023429632
TampaTVNow,2015-03-15 17:59,0,0,"@TampaElectric the #squirrel was unavailable for comment, not a Sunday funday for him.",,@TampaElectric,#squirrel,"577227571764572162",https://twitter.com/TampaTVNow/status/577227571764572162
16StSubstation,2015-03-15 17:56,0,3,"@pmay2 @TampaElectric I did... my beloved Homer",,@pmay2 @TampaElectric,,"577226983073021953",https://twitter.com/16StSubstation/status/577226983073021953
TampaElectric,2015-03-15 17:49,1,0,"We are trying to switch most of the remaining Customers in the Northdale area to other electrical sources over the next hour.",,,,"577225046348926976",https://twitter.com/TampaElectric/status/577225046348926976
TampaElectric,2015-03-15 17:48,0,0,"We are aware that about 807 Customers are still out in the Northdale area of Tampa due to some failed overhead line equipment.",,,,"577224825648852993",https://twitter.com/TampaElectric/status/577224825648852993
ReklessSVT,2015-03-15 17:45,0,0,"@TampaElectric did you save the squirrel?",,@TampaElectric,,"577224143088803840",https://twitter.com/ReklessSVT/status/577224143088803840
DisneyDeborah,2015-03-15 17:37,0,1,"@DominicFabiscus @TampaBayTraffic @TampaElectric I DOUBTED YOU AND I AM SO SORRY",,@DominicFabiscus @TampaBayTraffic @TampaElectric,,"577222228024119296",https://twitter.com/DisneyDeborah/status/577222228024119296
DisneyDeborah,2015-03-15 17:37,0,0,"@DominicFabiscus @TampaBayTraffic @TampaElectric BAHAHAHA SQUIRREL",,@DominicFabiscus @TampaBayTraffic @TampaElectric,,"577222154128896001",https://twitter.com/DisneyDeborah/status/577222154128896001
DominicFabiscus,2015-03-15 17:36,0,0,"@DisneyDeborah @TampaBayTraffic From @TampaElectric",,@DisneyDeborah @TampaBayTraffic @TampaElectric,,"577221846875127809",https://twitter.com/DominicFabiscus/status/577221846875127809
TampaElectric,2015-03-15 17:26,3,1,"The failed overhead line equipment on North Dale Mabry Highway and resulting outage was caused by a squirrel.",,,,"577219411343491072",https://twitter.com/TampaElectric/status/577219411343491072
TampaElectric,2015-03-15 17:15,1,0,"We have restored power to all of the Customers in the Northdale area except for a couple and we are working on these over the next 4 hours.",,,,"577216684299300864",https://twitter.com/TampaElectric/status/577216684299300864
TampaElectric,2015-03-15 17:02,3,0,"The outage in the Northdale area of Tampa is caused by failed overhead line equipment on Dale Mabry Highway.",,,,"577213246039592961",https://twitter.com/TampaElectric/status/577213246039592961
TampaElectric,2015-03-15 16:48,6,1,"We are trying to switch most of the Customers in the Northdale area of Tampa to other electrical sources over the next 1-2 hours.",,,,"577209684802809858",https://twitter.com/TampaElectric/status/577209684802809858
TampaElectric,2015-03-15 16:47,3,0,"We are aware of an outage in the Northdale area of Tampa impacting about 2,154 Customers and have dispatched personnel to the area.",,,,"577209479189700609",https://twitter.com/TampaElectric/status/577209479189700609
cmichaelgamble,2015-03-15 11:46,0,0,"@TampaElectric Have you considered adding @nest integration?",,@TampaElectric @nest,,"577133829275693056",https://twitter.com/cmichaelgamble/status/577133829275693056
TampaElectric,2015-03-14 09:35,0,0,"It's Pi Day! Today's date, 3-14-15, is the closest Pi Day to the value of pi: 3.14159265358...celebrate with a slice! http:// ow.ly/i/909jd",,,,"576738343360335872",https://twitter.com/TampaElectric/status/576738343360335872
TampaElectric,2015-03-13 20:22,0,0,"We have temporarily de-energized a circuit in the Port Sutton area to safely clear up some damage and will re-energize within 15 minutes.",,,,"576538895044726784",https://twitter.com/TampaElectric/status/576538895044726784
wendylopez,2015-03-13 15:45,0,0,"@TampaElectric Beautiful!!",,@TampaElectric,,"576469054736752641",https://twitter.com/wendylopez/status/576469054736752641
TampaElectric,2015-03-13 12:12,3,0,"Check it out! Transmission line work has begun on our project to expand Polk Power Station. http:// ow.ly/i/90njS",,,,"576415440051838977",https://twitter.com/TampaElectric/status/576415440051838977
TampaElectric,2015-03-13 12:06,0,0,". @kdlaydee Glad we could help you!",,@kdlaydee,,"576414085564203008",https://twitter.com/TampaElectric/status/576414085564203008
kdlaydee,2015-03-13 10:18,1,0,"Major high fives and thanks to @TampaElectric for their courteousness and excellent customer service! #hometowngirl",,@TampaElectric,#hometowngirl,"576386784130662400",https://twitter.com/kdlaydee/status/576386784130662400
TampaElectric,2015-03-12 15:42,1,1,"We have restored power in the Oldsmar area. This Oldsmar circuit tripped off to protect the Line crew working on the line.",,,,"576106037150908417",https://twitter.com/TampaElectric/status/576106037150908417
TampaElectric,2015-03-12 11:23,0,0,"We have restored power to all of the Customers in the Northdale area of Tampa.",,,,"576040804101292032",https://twitter.com/TampaElectric/status/576040804101292032
TampaElectric,2015-03-12 11:14,1,1,"The outage in the Northdale area of Tampa is caused by failed underground cabling.",,,,"576038569451626496",https://twitter.com/TampaElectric/status/576038569451626496
TampaElectric,2015-03-12 11:13,0,0,"We are trying to switch most Customers to other electrical sources within the hour.",,,,"576038351784054785",https://twitter.com/TampaElectric/status/576038351784054785
TampaElectric,2015-03-12 11:13,0,0,"We are aware of an outage in the Northdale area of Tampa and have personnel working on site.",,,,"576038200550010880",https://twitter.com/TampaElectric/status/576038200550010880
TampaElectric,2015-03-12 10:10,0,0,"We have restored power to the remaining Customers in the Northdale area of Tampa.",,,,"576022564780244992",https://twitter.com/TampaElectric/status/576022564780244992
TampaElectric,2015-03-12 10:02,1,0,"TECO announces first fast charger in Temple Terrace #EV #electricvehicles http:// icont.ac/2PwIp",,,#EV #electricvehicles,"576020459415801856",https://twitter.com/TampaElectric/status/576020459415801856
TampaElectric,2015-03-12 09:41,1,0,"We have restored power to 628 Customers in the Northdale area of Tampa and working on the remaining Customers.",,,,"576015204875673601",https://twitter.com/TampaElectric/status/576015204875673601
TampaElectric,2015-03-12 09:39,1,0,"The outage in the Northdale area of Tampa is caused by palm branches that fell into the overhead line.",,,,"576014762762510336",https://twitter.com/TampaElectric/status/576014762762510336
TampaElectric,2015-03-12 08:58,0,1,"We are trying to switch most of the Customers in the Northdale area of Tampa to other electrical sources over the next 1-2 hours.",,,,"576004216143118336",https://twitter.com/TampaElectric/status/576004216143118336
TampaElectric,2015-03-12 08:57,2,1,"We are aware of an outage in the Northdale area of Tampa impacting about 947 Customers and have dispatched personnel to the area.",,,,"576004021544198144",https://twitter.com/TampaElectric/status/576004021544198144
TampaElectric,2015-03-11 09:44,2,3,"Congratulations to TECO Energy board member Evelyn Follit on being named a @gswcf Woman of Distinction! http:// ow.ly/i/8YdH2",,@gswcf,,"575653554993643520",https://twitter.com/TampaElectric/status/575653554993643520
TampaElectric,2015-03-11 09:39,1,1,"RT @gswcf : 2015 Honoree, Evelyn Follit, receiving her Women of Distinction pin. Thank you for all you do! pic.twitter.com/slb7gdT2pO",,@gswcf,,"575652246278508544",https://twitter.com/TampaElectric/status/575652246278508544
SujitChemburkar,2015-03-10 21:46,0,0,"@TampaElectric is power out @USouthFlorida ?",,@TampaElectric @USouthFlorida,,"575472870895149059",https://twitter.com/SujitChemburkar/status/575472870895149059
ShahadShihab,2015-03-10 21:13,0,0,"@TampaElectric USF, Tampa Campus/power outage!! pic.twitter.com/BL22mwySr0",,@TampaElectric,,"575464451857518592",https://twitter.com/ShahadShihab/status/575464451857518592
_lumosmaxiima,2015-03-10 19:56,0,0,"@TampaElectric power is out on USF Tampa campus (at least the library where I am)",,@TampaElectric,,"575445255736135681",https://twitter.com/_lumosmaxiima/status/575445255736135681
813Christine,2015-03-10 19:44,0,0,"@TampaElectric @CoastBikes Small screen users on bikes should not be forced to use reporting method that is best for you.",,@TampaElectric @CoastBikes,,"575442066886516736",https://twitter.com/813Christine/status/575442066886516736
coreydierdorff,2015-03-10 16:39,0,0,"Now: @TampaElectric : Has restored power to most of the Customers in the Habana Ave area of Tampa and now working on the 1 remaining Cust.",,@TampaElectric,,"575395553565085696",https://twitter.com/coreydierdorff/status/575395553565085696
TampaElectric,2015-03-10 16:38,2,1,"The outage in the Habana Ave area of Tampa was caused by a tree limb that fell into the overhead line on West Curtis Avenue.",,,,"575395350921478144",https://twitter.com/TampaElectric/status/575395350921478144
TampaElectric,2015-03-10 16:37,1,1,"We have restored power to most of the Customers in the Habana Ave area of Tampa and working on the 1 remaining Customer over the next 4 hrs",,,,"575395038710095872",https://twitter.com/TampaElectric/status/575395038710095872
TampaElectric,2015-03-10 16:20,1,1,"We are trying to switch most of the Habana Ave Customers to other electrical sources over the next 1-2 hours.",,,,"575390850613645312",https://twitter.com/TampaElectric/status/575390850613645312
TampaElectric,2015-03-10 16:16,2,0,"We are aware of an outage in the Habana Ave and Hillsborough Ave area of Tampa impacting about 1,800 Customers and have dispatched personnel",,,,"575389847021621249",https://twitter.com/TampaElectric/status/575389847021621249
TampaElectric,2015-03-10 09:47,2,0,"Today is #MarioDay When you're done playing, remember to unplug your gaming console to save energy and $$! pic.twitter.com/Ts5Ko2pVxm",,,#MarioDay,"575291854058614784",https://twitter.com/TampaElectric/status/575291854058614784
WopfrmdaKhurst3,2015-03-09 12:14,0,0,"@TampaElectric thanks for puttin my power back on",,@TampaElectric,,"574966540627476482",https://twitter.com/WopfrmdaKhurst3/status/574966540627476482
TampaElectric,2015-03-09 12:14,0,0,"We have restored power to the remaining 2,229 Customers in the Interbay area of Tampa.",,,,"574966451259510784",https://twitter.com/TampaElectric/status/574966451259510784
TampaElectric,2015-03-09 12:10,0,0,"The Interbay outage in South Tampa is caused by failed equipment in our electrical substation at Himes Ave. and Oklahoma.",,,,"574965416063340546",https://twitter.com/TampaElectric/status/574965416063340546
ChinaraiPt2,2015-03-09 12:06,0,1,"@MkChubbo090 @TampaElectric",,@MkChubbo090 @TampaElectric,,"574964427793039360",https://twitter.com/ChinaraiPt2/status/574964427793039360
WopfrmdaKhurst3,2015-03-09 12:05,0,1,"My moma pay ha bills why our power off @TampaElectric my phone on 18% nd i cnt charge my shit fuckn doodoo heads",,@TampaElectric,,"574964241582682112",https://twitter.com/WopfrmdaKhurst3/status/574964241582682112
TampaElectric,2015-03-09 12:04,0,0,"We have restored power to another 1,161 Customers in the Interbay area of Tampa and working on the remaining 2,229 Customers.",,,,"574963954092523520",https://twitter.com/TampaElectric/status/574963954092523520
TampaElectric,2015-03-09 11:50,0,0,"We have restored power to about 1,871 Customers in the Interbay area of Tampa and are working on the remaining 3,390 Customers.",,,,"574960581565935616",https://twitter.com/TampaElectric/status/574960581565935616
TampaElectric,2015-03-09 11:31,0,0,"We are trying to switch most Customers in the Interbay area of South Tampa to other electrical sources over the next 1-2 hours.",,,,"574955792442523649",https://twitter.com/TampaElectric/status/574955792442523649
TampaElectric,2015-03-09 11:30,2,1,"We are aware of an outage in the Interbay area of South Tampa impacting about 5,261 Customers and have dispatched personnel to the area.",,,,"574955538078961664",https://twitter.com/TampaElectric/status/574955538078961664
I_M_Billiam,2015-03-09 10:26,0,0,"@TampaElectric thanks for the update",,@TampaElectric,,"574939346580668417",https://twitter.com/I_M_Billiam/status/574939346580668417
TampaElectric,2015-03-09 10:24,0,0,". @I_M_Billiam We are on the way. You can check the status using our Outage map or by signing up for Power updates. http:// ow.ly/K6nnE",,@I_M_Billiam,,"574938895160328192",https://twitter.com/TampaElectric/status/574938895160328192
I_M_Billiam,2015-03-09 09:57,0,0,"@TampaElectric there is an outage in lutz near duque and lynette",,@TampaElectric,,"574931979864514560",https://twitter.com/I_M_Billiam/status/574931979864514560
DJHamiltonDJ,2015-03-08 11:47,0,0,"@TampaElectric sends workers out to trim trees & make a mess, & leaves branches hanging from power lines? #thx ? pic.twitter.com/8AS6HQSf1Y",,@TampaElectric,#thx,"574597428596318208",https://twitter.com/DJHamiltonDJ/status/574597428596318208
TampaWINNER,2015-03-08 08:26,0,0,"#Tampa RT @TampaElectric Don't forget to spring forward! Here are some tips to help you deal with the time change. http:// ht.ly/K1iFR",,@TampaElectric,#Tampa,"574546681338990592",https://twitter.com/TampaWINNER/status/574546681338990592
TampaElectric,2015-03-07 20:01,0,0,"Don't forget to spring forward! Here are some tips to help you deal with the time change. http:// ht.ly/K1iFR",,,,"574374236942417922",https://twitter.com/TampaElectric/status/574374236942417922
coffeegenocide,2015-03-06 17:24,1,0,"FINALLY got our power on in the new place...1 day, 8 hours later. Gee thanks @TampaElectric #terriblecustomerservice",,@TampaElectric,#terriblecustomerservice,"573972529729040384",https://twitter.com/coffeegenocide/status/573972529729040384
FamFriendlyTB,2015-03-06 15:38,0,0,"Looking for something FREE & Educational for the family? Visit the @TampaElectric Manatee Viewing Center this... http:// fb.me/2G7UWytTK",,@TampaElectric,,"573945694752538624",https://twitter.com/FamFriendlyTB/status/573945694752538624
TampaElectric,2015-03-06 09:32,2,1,"Today is the National Day of Unplugging. When you "unplug" from your devices today, remember to unplug chargers to save energy! #unplug",,,#unplug,"573853551224623104",https://twitter.com/TampaElectric/status/573853551224623104
TampaElectric,2015-03-06 09:08,1,1,"The outage in the Northdale area of Tampa is caused by failed overhead line equipment.",,,,"573847542741516288",https://twitter.com/TampaElectric/status/573847542741516288
TampaElectric,2015-03-06 08:47,1,3,". @CoastBikes @813Christine The best way to let us know about streetlights out is to report them online here http:// ht.ly/K0IZb Thx!",,@CoastBikes @813Christine,,"573842339531194368",https://twitter.com/TampaElectric/status/573842339531194368
TampaElectric,2015-03-06 08:36,0,2,"We have restored power to about 700 Customers in the Northdale area and working on the remaining 387 Customers.",,,,"573839557612957696",https://twitter.com/TampaElectric/status/573839557612957696
TampaElectric,2015-03-06 08:20,2,1,"We are trying to switch most Customers in the Northdale area of Tampa to other electrical sources over the next 1-2 hours.",,,,"573835520347893760",https://twitter.com/TampaElectric/status/573835520347893760
TampaElectric,2015-03-06 08:19,3,1,"We are aware of an outage in the Northdale area of Tampa impacting about 1,070 Customers and have dispatched personnel to the area.",,,,"573835295919054849",https://twitter.com/TampaElectric/status/573835295919054849
CoastBikes,2015-03-05 21:03,0,1,"@813Christine @CityofTampa @TampaElectric That's still out? Thanks for following up Christine!",,@813Christine @CityofTampa @TampaElectric,,"573665238970724352",https://twitter.com/CoastBikes/status/573665238970724352
TampaElectric,2015-03-05 13:31,1,0,"It was determined that a squirrel damaged the overhead line equipment on Florida Avenue and caused the outage in the University area.",,,,"573551440708374529",https://twitter.com/TampaElectric/status/573551440708374529
TampaWINNER,2015-03-05 11:50,0,0,"#Tampa - @TampaElectric Hey know that's near my part of town. Don't make us out to be the bad guys.",,@TampaElectric,#Tampa,"573526021183574018",https://twitter.com/TampaWINNER/status/573526021183574018
TampaElectric,2015-03-05 11:47,2,0,"The outage in the University area of Tampa was caused by failed overhead line equipment on Florida Avenue.",,,,"573525217454194688",https://twitter.com/TampaElectric/status/573525217454194688
TampaElectric,2015-03-05 11:46,0,0,"We have restored power to all of the Customers in the University area of Tampa except for 2 and working to restore power over the next 4 hrs",,,,"573524902629785601",https://twitter.com/TampaElectric/status/573524902629785601
TampaElectric,2015-03-05 11:26,3,1,"We are trying to switch most of the Customers in the University area of Tampa to other electrical sources over the next 1-2 hours.",,,,"573519987664678912",https://twitter.com/TampaElectric/status/573519987664678912
TampaElectric,2015-03-05 11:25,2,0,"We are aware of an outage in the University area of Tampa impacting about 1k Customers and have dispatched personnel to the area.",,,,"573519769795760128",https://twitter.com/TampaElectric/status/573519769795760128
mcahogarth,2015-03-04 17:44,0,0,"@TampaElectric I am curious how such a thing gets installed! The photos have been fun. :)",,@TampaElectric,,"573252700772696064",https://twitter.com/mcahogarth/status/573252700772696064
TampaElectric,2015-03-04 17:26,3,2,"Our package has been delivered! The new stator arrived safely at Polk Power Station. #whew pic.twitter.com/5eyPcaiXOH",,,#whew,"573248201177862146",https://twitter.com/TampaElectric/status/573248201177862146
TampaElectric,2015-03-04 15:54,1,1,"We have restored power to all of the Customers in the Fort King area of Dade City.",,,,"573224929757409280",https://twitter.com/TampaElectric/status/573224929757409280
TampaElectric,2015-03-04 15:41,1,2,"The outage in the Fort King area of Dade City is caused by failed overhead line equipment (broken cross arm) on Roberts Road.",,,,"573221814597496832",https://twitter.com/TampaElectric/status/573221814597496832
